facilityid,name,address,city,county,state,zip,capacity,type,securelvl,status,ice_facility,flood_risk_rating,flood_risk,confidence,distance,depth_cm_100_year_flood,heat_risk_rating,heat_risk,hist_90,hist_105,late45_90,late45_105,late85_90,late85_105,paris_90,paris_105,wildfire_risk_rating,wildfire_risk,mean_percentile,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
10000056,WYOMING WOMEN'S CENTER,1000 W GRIFFITH BLVD,LUSK,NIOBRARA,WY,82225,275,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,1,Low,9.81925,0.0,41.6362,0.0,70.3826,4.46479,35.8568,0.0,5,severe,94,42.766857,-104.465739,1.0,rooftop,1000,W Griffith Blvd,,,Lusk,WY,Niobrara County,82225,US,Niobrara
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10001888,JOHNSON COUNTY DETENTION CENTER,639 FORT ST,BUFFALO,JOHNSON,WY,82834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0616387867596765,0,1,Low,3.06944,0.0,23.3833,0.0,48.0944,2.78194,18.4806,0.0,3,moderate,82,44.34868,-106.70828,0.87,nearest_rooftop_match,607,Ft St,,,Buffalo,WY,Johnson County,82834,US,Statewide WY
10006189,WYOMING MEDIUM CORRECTIONAL INSTITUTION,7076 ROAD 55F,TORRINGTON,GOSHEN,WY,82240,722,STATE,MAXIMUM,OPEN,N,6,Major,high,0.0,20,1,Low,9.29067,0.0,42.7013,0.0,74.1413,3.21333,36.8613,0.0,4,major,88,42.071178,-104.118714,1.0,rooftop,7076,Rd 55F,,,Torrington,WY,Goshen County,82240,US,Goshen
10000055,WYOMING HONOR FARM,40 HONOR FARM RD,RIVERTON,FREMONT,WY,82501,283,STATE,MINIMUM,OPEN,N,4,Moderate,high,0.0,0,0,Minimal,0.614323,0.0,10.2234,0.0,31.6603,0.636005,7.2339,0.0,2,low,79,43.057508,-108.370296,1.0,rooftop,40,Honor Farm Rd,,,Riverton,WY,Fremont County,82501,US,Fremont
10000055,WYOMING HONOR FARM,40 HONOR FARM RD,RIVERTON,FREMONT,WY,82501,283,STATE,MINIMUM,OPEN,N,4,Moderate,high,0.0,0,0,Minimal,0.614323,0.0,10.2234,0.0,31.6603,0.636005,7.2339,0.0,2,low,79,43.057508,-108.370296,1.0,rooftop,40,Honor Farm Rd,,,Riverton,WY,Fremont County,82501,US,Fremont
10000055,WYOMING HONOR FARM,40 HONOR FARM RD,RIVERTON,FREMONT,WY,82501,283,STATE,MINIMUM,OPEN,N,4,Moderate,high,0.0,0,0,Minimal,0.614323,0.0,10.2234,0.0,31.6603,0.636005,7.2339,0.0,2,low,79,43.057508,-108.370296,1.0,rooftop,40,Honor Farm Rd,,,Riverton,WY,Fremont County,82501,US,Fremont
10000055,WYOMING HONOR FARM,40 HONOR FARM RD,RIVERTON,FREMONT,WY,82501,283,STATE,MINIMUM,OPEN,N,4,Moderate,high,0.0,0,0,Minimal,0.614323,0.0,10.2234,0.0,31.6603,0.636005,7.2339,0.0,2,low,79,43.057508,-108.370296,1.0,rooftop,40,Honor Farm Rd,,,Riverton,WY,Fremont County,82501,US,Fremont
10000055,WYOMING HONOR FARM,40 HONOR FARM RD,RIVERTON,FREMONT,WY,82501,283,STATE,MINIMUM,OPEN,N,4,Moderate,high,0.0,0,0,Minimal,0.614323,0.0,10.2234,0.0,31.6603,0.636005,7.2339,0.0,2,low,79,43.057508,-108.370296,1.0,rooftop,40,Honor Farm Rd,,,Riverton,WY,Fremont County,82501,US,Fremont
10000055,WYOMING HONOR FARM,40 HONOR FARM RD,RIVERTON,FREMONT,WY,82501,283,STATE,MINIMUM,OPEN,N,4,Moderate,high,0.0,0,0,Minimal,0.614323,0.0,10.2234,0.0,31.6603,0.636005,7.2339,0.0,2,low,79,43.057508,-108.370296,1.0,rooftop,40,Honor Farm Rd,,,Riverton,WY,Fremont County,82501,US,Fremont
10000057,WYOMING STATE PENITENTIARY,2900 S HIGLEY RD,RAWLINS,CARBON,WY,82301,820,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,0,Minimal,0.00387597,0.0,3.50233,0.0,25.1527,0.177519,1.92171,0.0,1,minimal,73,41.768473,-107.220763,1.0,range_interpolation,2900,S Higley Blvd,,,Rawlins,WY,Carbon County,82301,US,TIGER/Line® dataset from the US Census Bureau
10000057,WYOMING STATE PENITENTIARY,2900 S HIGLEY RD,RAWLINS,CARBON,WY,82301,820,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,0,Minimal,0.00387597,0.0,3.50233,0.0,25.1527,0.177519,1.92171,0.0,1,minimal,73,41.768473,-107.220763,1.0,range_interpolation,2900,S Higley Blvd,,,Rawlins,WY,Carbon County,82301,US,TIGER/Line® dataset from the US Census Bureau
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10005640,WYOMING GIRLS SCHOOL,3500 BIG HORN AVENUE,SHERIDAN,SHERIDAN,WY,82801,65,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,1,Low,5.89806,0.0,27.8107,0.0,49.6383,4.34951,22.9296,0.0,4,major,90,44.761021,-106.967528,1.0,rooftop,3500,Big Horn Ave,,,Sheridan,WY,Sheridan County,82801,US,City of Sheridan
10001158,PINE HILLS YOUTH CORRECTIONAL FACILITY,4 N HAYNES AVE,MILES CITY,CUSTER,MT,59301,110,STATE,JUVENILE,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.0594,0.0,48.4755,1.69985,71.7221,12.9911,41.945,0.725111,2,low,80,46.408843,-105.821726,1.0,rooftop,4,N Haynes Ave,,,Miles City,MT,Custer County,59301,US,Montana State Library
10000554,STERLING CORRECTIONAL FACILITY,12101 HIGHWAY 61,STERLING,LOGAN,CO,80751,2488,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,14.9107,0.0,51.8786,0.0285714,83.25,6.54643,46.275,0.0,1,minimal,71,40.611239,-103.163944,1.0,rooftop,12101,Hwy 61,,,Sterling,CO,Logan County,80751,US,Statewide (Governor's Office of Information Technology Public Domain)
10000554,STERLING CORRECTIONAL FACILITY,12101 HIGHWAY 61,STERLING,LOGAN,CO,80751,2488,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,14.9107,0.0,51.8786,0.0285714,83.25,6.54643,46.275,0.0,1,minimal,71,40.611239,-103.163944,1.0,rooftop,12101,Hwy 61,,,Sterling,CO,Logan County,80751,US,Statewide (Governor's Office of Information Technology Public Domain)
10000554,STERLING CORRECTIONAL FACILITY,12101 HIGHWAY 61,STERLING,LOGAN,CO,80751,2488,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,14.9107,0.0,51.8786,0.0285714,83.25,6.54643,46.275,0.0,1,minimal,71,40.611239,-103.163944,1.0,rooftop,12101,Hwy 61,,,Sterling,CO,Logan County,80751,US,Statewide (Governor's Office of Information Technology Public Domain)
10000554,STERLING CORRECTIONAL FACILITY,12101 HIGHWAY 61,STERLING,LOGAN,CO,80751,2488,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,14.9107,0.0,51.8786,0.0285714,83.25,6.54643,46.275,0.0,1,minimal,71,40.611239,-103.163944,1.0,rooftop,12101,Hwy 61,,,Sterling,CO,Logan County,80751,US,Statewide (Governor's Office of Information Technology Public Domain)
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10001184,EAST BOISE COMMUNITY REENTRY CENTER,2366 OLD PENITENTIARY RD,BOISE,ADA,ID,83712,148,STATE,MINIMUM,OPEN,N,6,Major,medium,0.1196474257294472,44,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,97,43.603516,-116.16401,1.0,rooftop,2366,E Old Penitentiary Rd,,,Boise,ID,Ada County,83712,US,Ada
10004339,TREASURE VALLEY COMMUNITY REENTRY CENTER,14195 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,108,STATE,MINIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.473926,-116.24003,1.0,rooftop,14195,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10004339,TREASURE VALLEY COMMUNITY REENTRY CENTER,14195 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,108,STATE,MINIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.473926,-116.24003,1.0,rooftop,14195,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10004339,TREASURE VALLEY COMMUNITY REENTRY CENTER,14195 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,108,STATE,MINIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.473926,-116.24003,1.0,rooftop,14195,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10004339,TREASURE VALLEY COMMUNITY REENTRY CENTER,14195 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,108,STATE,MINIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.473926,-116.24003,1.0,rooftop,14195,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10004339,TREASURE VALLEY COMMUNITY REENTRY CENTER,14195 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,108,STATE,MINIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.473926,-116.24003,1.0,rooftop,14195,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10004339,TREASURE VALLEY COMMUNITY REENTRY CENTER,14195 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,108,STATE,MINIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.473926,-116.24003,1.0,rooftop,14195,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001182,IDAHO MAXIMUM SECURITY INSTITUTION,13400 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,549,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.479169,-116.224028,1.0,rooftop,13400,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001182,IDAHO MAXIMUM SECURITY INSTITUTION,13400 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,549,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.479169,-116.224028,1.0,rooftop,13400,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001182,IDAHO MAXIMUM SECURITY INSTITUTION,13400 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,549,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.479169,-116.224028,1.0,rooftop,13400,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001182,IDAHO MAXIMUM SECURITY INSTITUTION,13400 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,549,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.479169,-116.224028,1.0,rooftop,13400,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001182,IDAHO MAXIMUM SECURITY INSTITUTION,13400 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,549,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.479169,-116.224028,1.0,rooftop,13400,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001182,IDAHO MAXIMUM SECURITY INSTITUTION,13400 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,549,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.479169,-116.224028,1.0,rooftop,13400,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,1446,STATE,MEDIUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.477661,-116.220354,1.0,rooftop,13500,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,1446,STATE,MEDIUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.477661,-116.220354,1.0,rooftop,13500,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,1446,STATE,MEDIUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.477661,-116.220354,1.0,rooftop,13500,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,1446,STATE,MEDIUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.477661,-116.220354,1.0,rooftop,13500,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,1446,STATE,MEDIUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.477661,-116.220354,1.0,rooftop,13500,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
