Township,Range,Section,Description and Class,Mineral Acres,County,MERIDIAN,Legal Description Short,PLSSID,FRSTDIVID,SECDIVID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,STEWARD,TWNSHPLAB,FRSTDIVTYP,FRSTDIVTXT,FRSTDIVNO,FRSTDIVDUP,FRSTDIVLAB,SECDIVTYP,SECDIVTXT,SECDIVNO,SECDIVLAB,QSEC,QQSEC,GOVLOT,RECRDAREATX,RECRDAREANO,GISACRE,REVISEDDATE,GlobalID,OBJECTID,Shape.STArea(),Shape.STLength(),SECDIVNOTE
10.0,5.0,34.0,ALL - T,640.0,Fall River County,7,ASESE,SD070100S0050E0,SD070100S0050E0SN340,SD070100S0050E0SN340ASESE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,34,0,34,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,40.12939164,1318550400000.0,{053F6036-7B48-4E65-B8D0-7925880DB042},614662.0,304296.959549765,2206.5319439032996,
10.0,5.0,34.0,ALL - T,640.0,Fall River County,7,ASESW,SD070100S0050E0,SD070100S0050E0SN340,SD070100S0050E0SN340ASESW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,34,0,34,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,40.13833481,1318550400000.0,{987F56C2-9DF0-47E5-9849-B97F62D34F8E},614660.0,304360.6209537,2206.7622229617396,
10.0,5.0,34.0,ALL - T,640.0,Fall River County,7,ASWNE,SD070100S0050E0,SD070100S0050E0SN340,SD070100S0050E0SN340ASWNE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,34,0,34,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,40.11842743,1318550400000.0,{519085F5-D3CC-4BD7-A277-D8AC2B8C27EC},614613.0,304283.55138894,2206.4839667830806,
10.0,5.0,34.0,ALL - T,640.0,Fall River County,7,ASWNW,SD070100S0050E0,SD070100S0050E0SN340,SD070100S0050E0SN340ASWNW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,34,0,34,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,40.12776405,1318550400000.0,{32F8D09F-1757-4460-81C2-CC44440FA3D9},614611.0,304350.18526225,2206.7248396303703,
10.0,5.0,34.0,ALL - T,640.0,Fall River County,7,ASWSE,SD070100S0050E0,SD070100S0050E0SN340,SD070100S0050E0SN340ASWSE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,34,0,34,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.13434621,1318550400000.0,{51355A40-BABF-4E44-85E3-492B326E39B2},614661.0,304332.48371295,2206.660413910459,
10.0,5.0,34.0,ALL - T,640.0,Fall River County,7,ASWSW,SD070100S0050E0,SD070100S0050E0SN340,SD070100S0050E0SN340ASWSW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,34,0,34,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,40.14117286,1318550400000.0,{6534AB43-3E27-4332-97E8-5221CF227C0A},614659.0,304380.05241582,2206.832338397891,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANENE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANENE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NENE,NENE,NE,NENE,,40 Acres,40.0,40.05456636,1318550400000.0,{34A71509-4F92-4608-B74C-73E8E3D911D8},614594.0,303845.203070015,2204.9048708380756,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANENW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANENW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,40.06413796,1318550400000.0,{97FE1F94-EA8B-458D-9E41-33DC1483C582},614592.0,303913.81018037,2205.151155257081,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANESE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANESE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.0801745,1318550400000.0,{00B9D861-760A-4783-B7AE-115F58FA61FE},614642.0,303967.830360105,2205.3478368041615,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANESW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANESW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,40.09215202,1318550400000.0,{0EE2ACAC-00CE-49B9-8A49-8CC54DB21D58},614640.0,304054.573480965,2205.6596475352044,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANWNE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANWNE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NWNE,NWNE,NE,NWNE,,40 Acres,40.0,40.05862376,1318550400000.0,{D7617A6E-06EC-42E7-9261-221CE02C5C49},614593.0,303873.97508223,2205.0078242095115,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANWNW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANWNW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NWNW,NWNW,NW,NWNW,,40 Acres,40.0,40.07051411,1318550400000.0,{BD9984D1-A994-4FA2-B7CB-CA356535F400},614591.0,303960.10655428,2205.3179498594022,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANWSE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANWSE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.08676119,1318550400000.0,{13D43544-C46C-4262-86D7-359473A0646D},614641.0,304015.72400714,2205.520029195708,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ANWSW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ANWSW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,40.09622928,1318550400000.0,{77010D30-26E4-429E-B3AF-1E650F6D7A9F},614639.0,304083.415755735,2205.7628834067577,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASENE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASENE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SENE,SENE,NE,SENE,,40 Acres,40.0,40.06695804,1318550400000.0,{3672CBD3-03FF-4AEA-9A8D-F83846FF6225},614618.0,303903.428218125,2205.1152636946103,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASENW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASENW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,40.07668216,1318550400000.0,{4CDAA816-0117-481B-B9B1-6F2CD3B673FF},614616.0,303973.148394065,2205.365265196599,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASESE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASESE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,40.09257343,1318550400000.0,{C5DADA8D-2AE2-437A-913E-A73AA3F70E86},614666.0,304026.04925737,2205.557709710117,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASESW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASESW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,40.10472588,1318550400000.0,{FE255727-ED79-429F-8C9D-BA93DCE14B96},614664.0,304114.067044035,2205.874504702408,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASWNE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASWNE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,40.07117628,1318550400000.0,{E3920F6D-429F-4737-8637-B09D29FE80BC},614617.0,303933.364922135,2205.222245944348,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASWNW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASWNW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,40.08291019,1318550400000.0,{004F64F1-8516-4E6A-B34A-BC6147B85574},614615.0,304018.29191655,2205.527695157591,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASWSE,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASWSE,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.09931912,1318550400000.0,{87EFA0B5-A36D-4779-B829-83489E3A7840},614665.0,304075.09125777,2205.734272216878,
10.0,5.0,35.0,ALL - T,640.0,Fall River County,7,ASWSW,SD070100S0050E0,SD070100S0050E0SN350,SD070100S0050E0SN350ASWSW,SD,07,Black Hills Meridian,010,0,S,005,0,E,0,BLM Cadastral - MT,10S 5E,SN,Section,35,0,35,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,40.10878568,1318550400000.0,{415799E9-1FAB-4279-99D2-70BA0EAEE1D8},614663.0,304142.851111905,2205.9776871106596,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,L1,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010L1,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,L,Government Lot,1,L 1,NE,NENE,L1,39.98 Acres,39.98,39.91047165,1318550400000.0,{C4B8E58E-2F37-4680-A7D4-15134F73728B},675500.0,327513.556559745,2289.1619805638384,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,L2,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010L2,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,L,Government Lot,2,L 2,NE,NWNE,L2,39.94 Acres,39.94,39.87167394,1318550400000.0,{7466A5EE-FA5B-4623-AEE2-D9127107641D},675501.0,327192.68044978,2288.0375884237474,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,L3,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010L3,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,L,Government Lot,3,L 3,NW,NENW,L3,39.9 Acres,39.9,39.82715993,1318550400000.0,{05CE6402-E90F-4F74-B0F9-35ED7C8362DB},675502.0,326825.00676218,2286.7504567433966,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,L4,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010L4,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,L,Government Lot,4,L 4,NW,NWNW,L4,39.86 Acres,39.86,39.79063021,1318550400000.0,{240217B9-AEF6-48A9-AD3F-67960D897EC6},675503.0,326522.804114385,2285.6924977510694,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ANESE,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ANESE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,39.88950673,1318550400000.0,{F67C0237-C9A6-43F4-8519-57D67491B09D},675552.0,327257.760207105,2288.2705681256584,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ANESW,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ANESW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,39.87854154,1318550400000.0,{85235FA9-F280-47F4-A193-5AFAEB9ADB96},675550.0,327162.96282647,2287.942045223392,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ANWSE,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ANWSE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,39.8949583,1318550400000.0,{46EF9385-8DC1-4140-9FFA-BB58E876F6E6},675551.0,327300.039482535,2288.4189636657893,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ANWSW,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ANWSW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.88149129,1318550400000.0,{ED9BB87A-3606-4465-91CC-1AA498D73AF1},675549.0,327184.75287057,2288.0182107589694,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ASESE,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ASESE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,39.8864328,1318550400000.0,{D99B2E75-D320-4A9E-A2AC-2031088CE15D},675576.0,327190.70576688,2288.036348726684,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ASESW,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ASESW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,39.88926232,1318550400000.0,{12FF094E-AD36-488E-8305-F20404286BD7},675573.0,327209.07029787,2288.1022467173143,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ASWSE,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ASWSE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,39.89193951,1318550400000.0,{23CD8915-6DC7-46AF-9C93-08BA89C31771},675575.0,327233.41956918,2288.1863569156435,
17.0,2.0,1.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.68,Harding County,7,ASWSW,SD070170N0020E0,SD070170N0020E0SN010,SD070170N0020E0SN010ASWSW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,01,0,01,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,39.89215857,1318550400000.0,{ADDE4D24-BF1C-406C-B8A0-1D5FBC51B507},675572.0,327230.39811228,2288.1768108949077,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,L1,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020L1,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,L,Government Lot,1,L 1,NE,NENE,L1,39.87 Acres,39.87,39.85828083,1318550400000.0,{DEBC2892-E16E-4412-961D-C4FF13A69DDC},675504.0,327075.479398715,2287.622662747016,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,L2,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020L2,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,L,Government Lot,2,L 2,NE,NWNE,L2,39.94 Acres,39.94,39.92277182,1318550400000.0,{0A1B3A1C-D288-4191-B223-E00C0FD27739},675505.0,327602.09211035,2289.466059468554,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,L3,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020L3,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,L,Government Lot,3,L 3,NW,NENW,L3,40.01 Acres,40.01,39.97315235,1318550400000.0,{9FA0B488-FB27-47E5-B2EE-9CC2E3C949DD},675506.0,328013.02307939,2290.907217735704,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,L4,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020L4,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,L,Government Lot,4,L 4,NW,NWNW,L4,40.08 Acres,40.08,40.0398413,1318550400000.0,{8C22AEF4-5847-4A5C-BDB5-294EA9A024B4},675507.0,328557.74364972,2292.8155723342857,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ANESE,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ANESE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,39.97488876,1318550400000.0,{5A1E35B5-8CE9-473F-AA37-6426EEB30B99},675548.0,327948.4638363,2290.6786426302506,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ANESW,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ANESW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,39.91194252,1318550400000.0,{2D89C167-FB04-467E-8F2A-9468D612A25C},675554.0,327426.976733625,2288.8582045780277,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ANWSE,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ANWSE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,39.96743195,1318550400000.0,{F34D8222-142B-4E04-9C2F-C5F4A25140B2},675553.0,327884.754882735,2290.455072581069,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ANWSW,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ANWSW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.90237499,1318550400000.0,{836DB1C2-27B4-431D-A161-4D95B0D31535},675555.0,327345.9516687,2288.574250896309,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ASESE,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ASESE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,39.95045749,1318550400000.0,{299900CD-5F12-4AFA-9239-612B4927BB87},675574.0,327706.1167913,2289.833781096691,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ASESW,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ASESW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,39.91900518,1318550400000.0,{60D4209A-E79C-4CA6-868F-37BA53B4A4CD},675578.0,327443.06652148,2288.9139874083767,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ASWSE,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ASWSE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,39.94336044,1318550400000.0,{CB25E802-3FDD-4053-83FB-7614EC4925CC},675577.0,327645.339073245,2289.620414867413,
17.0,2.0,2.0,"LOTS 1,2,3,4, S2N2, S2 - T",639.9,Harding County,7,ASWSW,SD070170N0020E0,SD070170N0020E0SN020,SD070170N0020E0SN020ASWSW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,02,0,02,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,39.90930156,1318550400000.0,{B8C43B14-5B68-4017-8497-A9F3A509C260},675579.0,327360.903538055,2288.626030462123,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,L1,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030L1,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,L,Government Lot,1,L 1,NE,NENE,L1,40.12 Acres,40.12,40.15845023,1318550400000.0,{C2313EC2-CB8A-4E4D-8063-7DDD7654BA82},675508.0,329528.50555632,2296.198734253064,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,L2,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030L2,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,L,Government Lot,2,L 2,NE,NWNE,L2,40.11 Acres,40.11,40.15369011,1318550400000.0,{6515F8E2-ACFA-41EA-A0D0-9A04008941F3},675510.0,329486.99416924,2296.052748934676,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,L3,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030L3,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,L,Government Lot,3,L 3,NW,NENW,L3,40.11 Acres,40.11,40.13459793,1318550400000.0,{5D56C25D-E796-4C22-A852-A0BBF2DF9911},675511.0,329327.798755125,2295.499476169525,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,L4,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030L4,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,L,Government Lot,4,L 4,NW,NWNW,L4,40.1 Acres,40.1,40.13178063,1318550400000.0,{04F54DDD-CDE4-4647-97B9-DA322BB59C94},675512.0,329302.18268712,2295.411774099004,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,ANESE,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030ANESE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.02414733,1318550400000.0,{A6B66058-E912-481D-B9E6-B03C2CA4E4E2},675557.0,328342.39793622,2292.0506875488013,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,ANESW,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030ANESW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,39.98313326,1318550400000.0,{A3318056-CF1E-4FAE-BA59-E5B64C79231E},675559.0,328001.0439417,2290.8616890361122,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,ANWSE,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030ANWSE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.02754214,1318550400000.0,{F5583398-00C7-4CEB-9AA3-A27372FABCDD},675558.0,328367.83572773,2292.1403986123796,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,ANWSW,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030ANWSW,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.9841997,1318550400000.0,{268CDCCD-2239-4078-B2B7-F720BF216B64},675560.0,328007.26552934,2290.8822863476066,
17.0,2.0,3.0,"LOTS 1,2,3,4, S2N2, S2 - T",640.44,Harding County,7,ASESE,SD070170N0020E0,SD070170N0020E0SN030,SD070170N0020E0SN030ASESE,SD,07,Black Hills Meridian,017,0,N,002,0,E,0,BLM Cadastral - MT,17N 2E,SN,Section,03,0,03,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,40.01212105,1318550400000.0,{83A24F49-A5B2-4135-8549-887C1F9C1645},675581.0,328201.802555525,2291.560110288906,
